model,feature,layer,train_lang,test_lang,accuracy,accuracy_std,macro_f1,macro_f1_std,majority,majority_std,majority_acc,majority_acc_std,n,n_classes,n_splits
xlsr300m,nasal,0,es_419,en_us,0.8438284280173397,0.004096605613785864,0.6775381356878358,0.007400638530052817,0.47119502925740486,0.0009290408051868059,0.8910563540953684,0.003323131987555008,8766,2,1
xlsr300m,nasal,0,es_419,de_de,0.8419511378848729,0.0035355777625228142,0.7255877362338099,0.005086296496015518,0.462565762849049,0.0010006616793049108,0.8606927710843374,0.0034636290408000363,11952,2,1
xlsr300m,manner,0,en_us,de_de,0.5146420064452851,0.005925619563916973,0.41312926825152374,0.005684105718763622,0.08885013623978202,0.0013079247988190337,0.2855541544066134,0.005404910523021583,7137,5,1
xlsr300m,manner,0,en_us,es_419,0.4423165313313927,0.006792568131712311,0.3590991238124043,0.0074955660286014055,0.10087076076993584,0.0013520723123553098,0.33721464685153973,0.006049891341806822,6527,5,1
xlsr300m,manner,0,de_de,en_us,0.49367816091954025,0.006592870893957271,0.3853808624510179,0.006400081185900266,0.08658060642449715,0.001483798615682467,0.27624521072796937,0.006037145614507709,5220,5,1
xlsr300m,manner,0,de_de,es_419,0.47816761146008885,0.006527301700058739,0.3828755094717771,0.00531495841732083,0.08141549725442343,0.0013411511977125601,0.25555385322506513,0.005279043942422431,6527,5,1
xlsr300m,manner,0,es_419,en_us,0.44904214559386973,0.006306638450620935,0.396894985851758,0.00795922825912736,0.09712793733681462,0.001587246901078722,0.32068965517241377,0.0069298461966577525,5220,5,1
xlsr300m,manner,0,es_419,de_de,0.49334454252487037,0.006178072129624395,0.3997965558010487,0.006149360496511307,0.08885013623978202,0.0013079247988190337,0.2855541544066134,0.005404910523021583,7137,5,1
xlsr300m,place,0,en_us,de_de,0.5697071598710943,0.005232074014657235,0.5035553367763838,0.005741522020404721,0.2442964935641367,0.001615195904702609,0.5783942833123161,0.006034057313963319,7137,3,1
xlsr300m,place,0,en_us,es_419,0.5221388080281906,0.0060054576952464885,0.4679245063022603,0.006659356320059904,0.27444264166816895,0.0012693774536372286,0.6997089014861345,0.005501835081916693,6527,3,1
xlsr300m,place,0,de_de,en_us,0.5011494252873563,0.007198860301600569,0.4452424998972489,0.0074859937529731515,0.2707622298065984,0.001342318957935745,0.6839080459770115,0.005707973594186437,5220,3,1
xlsr300m,place,0,de_de,es_419,0.48705377662019306,0.006269083209909518,0.42875741518399196,0.006450207720290811,0.27444264166816895,0.0012693774536372286,0.6997089014861345,0.005501835081916693,6527,3,1
xlsr300m,place,0,es_419,en_us,0.5990421455938697,0.006925114065970715,0.4812535560431111,0.008025501425449784,0.2707622298065984,0.001342318957935745,0.6839080459770115,0.005707973594186437,5220,3,1
xlsr300m,place,0,es_419,de_de,0.5775535939470365,0.006199253575293405,0.5021051797587099,0.0067771621381670965,0.2442964935641367,0.001615195904702609,0.5783942833123161,0.006034057313963319,7137,3,1
xlsr300m,voicing,2,en_us,de_de,0.6772498857925994,0.006854959851099358,0.664201748822,0.006892691911396372,0.3723297491039427,0.0028340494572456814,0.5931932389218821,0.007184108488284124,4378,2,1
xlsr300m,voicing,2,en_us,es_419,0.661617458279846,0.007863983014606283,0.6072646713931091,0.008599558885591595,0.40324804657576224,0.0024389459408899012,0.6757381258023106,0.006853177403797035,3895,2,1
xlsr300m,voicing,2,de_de,en_us,0.6824806201550387,0.008864008867658988,0.6633386561927582,0.009015605757451228,0.37024018746338605,0.0034718443582908943,0.587906976744186,0.00875642883662027,3225,2,1
xlsr300m,voicing,2,de_de,es_419,0.6508344030808729,0.007094341135194665,0.6413622547246047,0.0071729500890191115,0.40324804657576224,0.0024389459408899012,0.6757381258023106,0.006853177403797035,3895,2,1
xlsr300m,voicing,2,es_419,en_us,0.627906976744186,0.008972334941542637,0.5927951467073858,0.008797833287812033,0.37024018746338605,0.0034718443582908943,0.587906976744186,0.00875642883662027,3225,2,1
xlsr300m,voicing,2,es_419,de_de,0.7245317496573778,0.006562722451781807,0.7010081035625095,0.006734717898455385,0.3723297491039427,0.0028340494572456814,0.5931932389218821,0.007184108488284124,4378,2,1
xlsr300m,nasal,2,en_us,de_de,0.8061412315930389,0.003434525760063773,0.6986146909337732,0.004892948770723307,0.462565762849049,0.0010006616793049108,0.8606927710843374,0.0034636290408000363,11952,2,1
xlsr300m,nasal,2,en_us,es_419,0.8617260463507437,0.0032428110226936746,0.6693107909705003,0.0066257426293178405,0.47398107714701604,0.0007260363982629536,0.9010722933241093,0.0026249259239447633,11564,2,1
